Purchase_Date,Age,Maintenance_Cost,Downtime,Maintenance_Frequency,Failure_Event_Count,Maintenance_Class,Device_Type_Defibrillator,Device_Type_Infusion Pump,Device_Type_MRI Scanner,Device_Type_PET Scanner,Device_Type_X-Ray Machine,Manufacturer_ImagingTech,Manufacturer_MedEquip,Manufacturer_RescueTech,Manufacturer_ScanPro,Manufacturer_UltraMed,Model_Model-150,Model_Model-200,Model_Model-250,Model_Model-300,Model_Model-350,Model_Model-400,Model_Model-450,Model_Model-500,Model_Model-550,Model_Model-600,Model_Model-650,Country_France,Country_Italy,Country_Japan,Country_UK,Country_USA,abnormal,after,battery,caused,check,circuit,completed,component,crash,critical,data,degraded,delay,detecting,diagnostics,driver,due,during,failure,firmware,fix,functionality,initiated,inspection,issue,lag,log,minor,misalignment,mitigation,moderate,observed,operational,overheating,performance,quick,replacement,reset,restored,routine,sensor,software,sound,spike,system,to,update,via,voltage,wear
2014-05-29,1.3486394292083654,-1.5007292870933837,-0.026612136267183045,1.3985984407589995,-0.6777876847945185,3,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0.31590916810194386,0.0,0.0,0.0,0.0,0.0,0.25202724954653194,0.3675804702056214,0.34275811357278724,0.0,0.0,0.0,0.31590916810194386,0.0,0.0,0.0,0.0,0.308924950169081,0.0,0.0,0.31590916810194386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31590916810194386,0.0,0.31974821836929607,0.2949843742280115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-25,1.3486394292083654,2.214409013925995,-0.5023727901786196,-0.008307834112885203,-0.6777876847945185,3,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0.0,0.24348648370838624,0.0,0.0,0.0,0.0,0.0,0.19424959762794375,0.0,0.5283605305777394,0.2655485598911499,0.0,0.0,0.24348648370838624,0.0,0.0,0.0,0.0,0.4762068179178946,0.0,0.0,0.24348648370838624,0.0,0.0,0.0,0.311413885753764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24348648370838624,0.0,0.0,0.2273587324522326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-21,1.3486394292083654,-0.019220144303614635,0.4193401927158265,0.6951453033230572,0.7374821210496973,3,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.3052629383232705,0.0,0.0,0.0,0.0,0.362496006411355,0.3380169987424019,0.0,0.0,0.266164566664244,0.0,0.0,0.0,0.0,0.0,0.304651824005981,0.0,0.0,0.0,0.3052629383232705,0.0,0.0,0.0,0.0,0.0,0.3852407970701985,0.0,0.0,0.0,0.3052629383232705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31532538208892885,0.0,0.0,0.0,0.25157084612724995,0.0,0.0,0.0,0.0,0.0
2015-06-06,1.0337013422051848,0.47881093622914656,-0.6703240776341778,-0.7117609715488276,0.029847218127589486,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.25335427213560185,0.0,0.26593343411465303,0.0,0.6325990174651298,0.0,0.0,0.0,0.0,0.0,0.26593343411465303,0.0,0.0,0.26593343411465303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26593343411465303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2538312565950796,0.27514030963545616,0.2538312565950796,0.0,0.0,0.21951065290133992,0.0,0.0,0.0,0.0,0.0
2020-10-23,-0.5409890928107175,-1.1876868828311615,-0.15755785489472932,-0.7117609715488276,0.029847218127589486,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,0.0,0.36343818307598574,0.0,0.2658491279943321,0.0,0.27904866560165664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27904866560165664,0.0,0.0,0.27904866560165664,0.0,0.0,0.3759886005501695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27904866560165664,0.0,0.0,0.0,0.3759886005501695,0.0,0.0,0.0,0.2663496362413418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36343818307598574
2018-09-14,0.08888708119564344,-0.9133997474099935,-1.2165688497405067,-0.008307834112885203,0.029847218127589486,1,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.2877054107245581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.250855824139929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3870315131928306,0.0,0.2877054107245581,0.322820711790086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2877054107245581,0.0,0.0,0.3870315131928306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37745738106784643,0.0,0.0,0.0,0.0,0.37745738106784643,0.0
2017-02-04,0.4038251681988239,-0.7305359329995047,-1.3062411168066617,-0.7117609715488276,2.860386829816021,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,0.2993371574506565,0.0,0.38680936469530597,0.0,0.0,0.0,0.0,0.0,0.0,0.26099776552300524,0.0,0.0,0.0,0.0,0.0,0.2987379061179542,0.39971358323064565,0.0,0.0,0.2993371574506565,0.0,0.0,0.0,0.40349994625552454,0.0,0.0,0.0,0.0,0.0,0.2993371574506565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3187836076166117,0.0,0.0,0.0
2018-08-29,0.08888708119564344,0.9180351543664851,-0.36471582071177455,0.6951453033230572,-0.6777876847945185,3,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.0,0.0,0.0,0.0,0.2752592042206367,0.0,0.28892595665756776,0.0,0.0,0.3204405367009177,0.0,0.0,0.0,0.0,0.28892595665756776,0.0,0.0,0.28892595665756776,0.28881030940632385,0.0,0.0,0.0,0.0,0.32471051359811676,0.0,0.0,0.0,0.0,0.3652087564576621,0.0,0.0,0.28892595665756776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27577742860909776,0.29892885579107165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-28,0.7187632552020045,-0.7336305459862029,-1.2322648452025757,-0.7117609715488276,1.4451170239718052,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0.0,0.29144601244086776,0.0,0.0,0.0,0.0,0.0,0.23251093771065603,0.0,0.0,0.0,0.0,0.0,0.29144601244086776,0.0,0.0,0.0,0.0,0.0,0.0,0.38416471151914755,0.29144601244086776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3773360438736247,0.0,0.38416471151914755,0.0,0.30751743265189135,0.29144601244086776,0.0,0.0,0.2721415782823228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-09,-1.485803353820259,-0.45079515422157945,-0.36075413674752305,-0.008307834112885203,4.983291538582344,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.3311793774703822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25945558886239223,0.0,0.0,0.0,0.0,0.25945558886239223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3501614620272913,0.0,0.0,0.25945558886239223,0.0,0.0,0.0,0.0,0.24469630537007686,0.0,0.0,0.27972808069671307,0.0,0.0,0.0,0.0,0.3311793774703822,0.0,0.42815569181768853,0.25945558886239223,0.0,0.25945558886239223,0.0,0.0
2023-09-05,-1.485803353820259,-0.42963021181681754,0.6497525926242109,-1.41521410898477,0.7374821210496973,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,0.0,0.0,0.31830460817607337,0.0,0.0,0.0,0.0,0.3779828298840754,0.0,0.0,0.0,0.27753584685965843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31830460817607337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31830460817607337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3287969471338076,0.6066645949928475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-28,0.4038251681988239,-0.22199547561430388,-0.24598100344086737,0.6951453033230572,-0.6777876847945185,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.3682201234035274,0.0,0.0,0.0,0.27471893254580876,0.0,0.2883588602331389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2883588602331389,0.0,0.0,0.2883588602331389,0.0,0.0,0.0,0.0,0.0,0.0,0.3172952205505967,0.0,0.0,0.3798985006800801,0.0,0.0,0.0,0.2883588602331389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2752361397767906,0.0,0.0,0.3682201234035274,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-06,0.4038251681988239,-0.6337151177452375,-0.3117687617672124,-0.008307834112885203,-0.6777876847945185,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2960324612731786,0.0,0.0,0.2489933361162182,0.0,0.0,0.0,0.0,0.2489933361162182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3360415976845643,0.0,0.0,0.2489933361162182,0.0,0.0,0.0,0.0,0.23482920401349552,0.0,0.30705571749493643,0.26844836267913996,0.0,0.0,0.0,0.47513378657466643,0.0,0.0,0.20544539924976415,0.2489933361162182,0.0,0.2489933361162182,0.0,0.0
2015-07-28,1.0337013422051848,-0.3087436160125737,0.03849213779929251,-0.7117609715488276,-1.3854225877166262,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,0.0,0.0,0.29619106368123627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25825462647893294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29619106368123627,0.3323420639279541,0.3253911613971067,0.0,0.0,0.38959179446448267,0.0,0.0,0.0,0.0,0.29619106368123627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3885902003416029,0.0,0.0,0.0,0.0,0.3885902003416029,0.0
2014-04-13,1.3486394292083654,-0.40953387551613596,-0.4423674327694598,-0.7117609715488276,-0.6777876847945185,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2314018718116648,0.0,0.0,0.0,0.0,0.2314018718116648,0.0,0.0,0.0,0.3116647115946406,0.0,0.0,0.0,0.0,0.0,0.31230014394640515,0.0,0.0,0.2314018718116648,0.0,0.0,0.0,0.0,0.21823844048341476,0.3116647115946406,0.0,0.2494823940980302,0.0,0.0,0.0,0.0,0.0,0.30395495405348794,0.38186122313972776,0.2314018718116648,0.0,0.2314018718116648,0.30395495405348794,0.0
2023-02-11,-1.485803353820259,-1.1678108764146136,-0.9027027310888149,-0.7117609715488276,-0.6777876847945185,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.48483030252832526,0.0,0.2544511806084635,0.0,0.30264259058219534,0.0,0.0,0.0,0.0,0.0,0.2544511806084635,0.0,0.0,0.2544511806084635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2544511806084635,0.0,0.0,0.0,0.0,0.0,0.274442564742222,0.0,0.24287154088380586,0.0,0.4857430817676117,0.0,0.0,0.2100328037835201,0.0,0.0,0.0,0.0,0.0
2022-02-25,-1.1708652668170785,-0.1429674872809622,-0.9326422837877952,-0.7117609715488276,-0.6777876847945185,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.34313227063825696,0.0,0.0,0.0,0.25600157384244276,0.0,0.2687121756298582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2687121756298582,0.0,0.0,0.2687121756298582,0.0,0.0,0.0,0.0,0.0,0.0,0.29567702189616346,0.0,0.36279945470391367,0.3540149678554383,0.0,0.0,0.0,0.2687121756298582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25648354231802994,0.0,0.0,0.34313227063825696,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-13,-1.485803353820259,-1.0947489255254084,0.3594951283580335,-0.008307834112885203,1.4451170239718052,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.27100998104179,0.0,0.2844657574955601,0.4639601048064234,0.0,0.0,0.0,0.0,0.0,0.0,0.2844657574955601,0.0,0.0,0.2844657574955601,0.0,0.0,0.0,0.0,0.0,0.0,0.31301145104634953,0.0,0.0,0.0,0.3595709667334218,0.0,0.0,0.2844657574955601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2715202055121756,0.29431424017285823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-30,-0.22605100580753704,0.46035474106424124,-0.208242934458947,-1.41521410898477,0.029847218127589486,2,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0.0,0.37110431577320213,0.0,0.27145677954980363,0.0,0.28493473976529565,0.23236250452141133,0.0,0.3160139780841534,0.0,0.0,0.0,0.0,0.28493473976529565,0.0,0.0,0.28493473976529565,0.0,0.0,0.0,0.0,0.0,0.0,0.31352749495285465,0.0,0.0,0.0,0.0,0.0,0.0,0.28493473976529565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27196784519781386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37110431577320213
2016-10-02,0.7187632552020045,-0.3625632718329664,-0.4584161601802864,-0.7117609715488276,0.7374821210496973,1,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.30653287789297234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.267271851148617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4123588891689325,0.0,0.30653287789297234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30653287789297234,0.40502905974843073,0.0,0.4123588891689325,0.377558334170467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-25,-0.855927179813898,1.0965689728476797,0.36343573338736174,0.6951453033230572,-0.6777876847945185,3,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.3051087061306818,0.0,0.3202575007544503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3202575007544503,0.0,0.0,0.3202575007544503,0.0,0.0,0.0,0.0,0.0,0.35992258624543005,0.0,0.0,0.0,0.0,0.40481251650017874,0.0,0.0,0.3202575007544503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3056831275132343,0.33134512858081266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-08,0.08888708119564344,-0.8948047008186233,-0.3195411494615463,1.3985984407589995,-0.6777876847945185,3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.21809126731449965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1901579273817615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21809126731449965,0.0,0.0,0.0,0.0,0.0,0.2752304426989224,0.0,0.0,0.0,0.21809126731449965,0.0,0.0,0.0,0.5372485728146835,0.0,0.0,0.0,0.6758407611543417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-14,-0.22605100580753704,0.9255099925664733,-1.1544081430947637,1.3985984407589995,-0.6777876847945185,2,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0.3230525595559634,0.0,0.0,0.0,0.40904452956829485,0.0,0.2577261322709794,0.0,0.3505086179155469,0.0,0.0,0.0,0.3230525595559634,0.0,0.0,0.0,0.0,0.3159104133078371,0.0,0.0,0.3230525595559634,0.0,0.3551792620112577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3230525595559634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-12,0.7187632552020045,2.795536350022312,-0.7225403850982531,-1.41521410898477,-1.3854225877166262,3,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.32102443953604975,0.0,0.0,0.0,0.0,0.0,0.35546967532633905,0.0,0.0,0.27990731959494775,0.0,0.0,0.0,0.0,0.0,0.320381771833649,0.0,0.0,0.0,0.32102443953604975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32102443953604975,0.4241770990286786,0.0,0.0,0.0,0.0,0.0,0.0,0.3316064328431202,0.305924194296008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-26,1.0337013422051848,-1.117623540303938,-0.9563615195526997,-0.7117609715488276,-0.6777876847945185,2,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.2821832488871855,0.3833616965856736,0.2961937834860533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2961937834860533,0.3937967103364924,0.0,0.2961937834860533,0.29607522717047696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2961937834860533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28271450902071144,0.0,0.0,0.0,0.0,0.0,0.0,0.31594225945349497,0.0,0.0,0.0
2017-08-07,0.4038251681988239,1.3952176938298915,2.2179522086254004,-0.008307834112885203,0.029847218127589486,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.34876951342350626,0.0,0.0,0.0,0.260207366035848,0.0,0.27312678743702057,0.0,0.3248552367085503,0.30291807411905625,0.0,0.0,0.0,0.0,0.27312678743702057,0.0,0.0,0.27312678743702057,0.2730174640568246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27312678743702057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2606972526629593,0.0,0.0,0.34876951342350626,0.0,0.22544829549073372,0.0,0.0,0.0,0.0,0.0
